estimate,std_error,t_value,p_value,term,taxon
0.0521,0.6208,0.084,0.9333,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomeromycetes sp.
-0.7457,0.8844,-0.8432,0.4024,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00113
0.77,0.6138,1.2545,0.2144,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
-0.4574,0.7224,-0.6331,0.529,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.7494,0.6684,1.1212,0.2665,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
-5.6269,0.3092,-18.1998,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-8.281,0.7325,-11.3049,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.7798,0.8119,0.9605,0.3405,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.297,0.8563,1.5146,0.135,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.4812,0.9926,0.4848,0.6295,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
0.5502,0.5122,1.0743,0.2869,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.1326,0.6823,-0.1944,0.8465,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.8489,0.7981,2.3166,0.0238,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
1.775,0.4707,3.7706,4e-4,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.721,0.5737,2.9997,0.0039,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-5.998,0.28,-21.4252,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-7.2546,0.354,-20.4915,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.4178,0.412,1.0141,0.3145,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2993,0.613,-0.4882,0.6271,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.0608,0.5511,-0.1103,0.9125,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.6001,0.372,-1.6132,0.1118,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.0795,0.6483,0.1226,0.9029,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.5899,0.4513,1.307,0.196,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.7017,0.3043,2.3062,0.0245,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
0.7487,0.6039,1.2396,0.2198,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-7.2767,0.2586,-28.134,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-7.3107,0.4606,-15.8723,0,(Intercept),Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00337
0.7315,0.5103,1.4333,0.1568,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.5012,0.5966,0.8401,0.4041,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.1224,0.6968,-0.1757,0.8611,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-1.2647,0.4903,-2.5795,0.0123,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0894,0.6872,-1.5852,0.118,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.4975,0.6102,0.8154,0.418,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
0.3348,0.3376,0.9917,0.3252,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00143
0.0988,0.5406,0.1827,0.8556,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.7041,0.2635,-25.4444,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-7.0319,0.443,-15.8717,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.4458,0.5678,-0.7851,0.4354,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.7199,0.567,1.2696,0.209,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
0.8566,0.5451,1.5716,0.1211,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
0.5002,0.5374,0.9308,0.3556,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00247
0.5496,0.5068,1.0844,0.2824,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomerales sp.
-1.011,0.8086,-1.2502,0.2159,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
0.3138,0.5646,0.5558,0.5803,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.5223,0.6122,-0.8531,0.3969,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-6.0011,0.2812,-21.3421,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-8.2985,0.7256,-11.4365,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.5527,0.8252,0.6698,0.5055,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.278,1.2159,-0.2287,0.8199,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.9492,0.8926,1.0634,0.2917,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.328,0.5684,0.5771,0.5659,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
0.9058,1.1441,0.7917,0.4316,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
1.3153,0.8384,1.5688,0.1218,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
1.5137,0.5195,2.9139,0.005,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
2.9768,1.0411,2.8591,0.0058,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-6.2866,0.3073,-20.4567,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-8.7,0.711,-12.2357,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
1.2482,0.7754,1.6099,0.1125,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.6203,0.8191,1.9782,0.0524,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00193
1.4593,0.8245,1.7699,0.0817,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1486,0.4678,0.3176,0.7519,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.4453,0.6683,-0.6663,0.5077,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
2.3936,0.7537,3.1757,0.0023,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.0483,0.414,2.532,0.0139,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.5164,0.5418,0.9531,0.3442,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-6.9754,0.2813,-24.7993,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-6.7772,0.3476,-19.4944,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.3759,0.4053,0.9274,0.3573,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-1.0656,0.7466,-1.4273,0.1585,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-2.2038,1.045,-2.1089,0.039,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-3.6079,1.0315,-3.4978,9e-4,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
0.5234,0.8075,0.6482,0.5193,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-2.471,1.0495,-2.3544,0.0217,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1314,0.3258,0.4033,0.6881,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.2862,0.7552,1.7033,0.0935,Invaded:Steptoe,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00281
-6.8063,0.2954,-23.0402,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-6.1021,0.327,-18.6624,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.9597,0.584,-3.3555,0.0014,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.9473,0.6125,-1.5466,0.127,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-1.6463,0.7519,-2.1896,0.0323,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00054
0.0969,0.6944,0.1396,0.8894,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.9673,0.8761,-1.1042,0.2738,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-0.4967,0.4929,-1.0077,0.3175,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.5851,0.8581,-0.6819,0.4978,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00193
-0.8203,0.8773,-0.935,0.3534,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-6.3129,0.3308,-19.0831,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-7.0432,0.5497,-12.8122,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
0.4804,0.586,0.8198,0.4155,Transition,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
0.793,0.6575,1.206,0.2324,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-0.0116,0.7579,-0.0153,0.9878,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-0.4878,0.5087,-0.9589,0.3414,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-2.1301,1.089,-1.9561,0.055,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.6421,0.6599,0.9729,0.3344,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.2697,0.4061,3.1265,0.0027,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.3112,0.5936,0.5242,0.602,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.3432,0.3213,-16.6313,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
-6.6395,0.3174,-20.9193,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.5113,0.4262,-1.1995,0.2349,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1893,0.4515,0.4193,0.6764,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.4574,0.74,-1.9696,0.0534,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-1.5185,0.6421,-2.365,0.0212,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.9691,0.5624,-1.7231,0.0899,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00196
-0.5729,0.5254,-1.0904,0.2798,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.1394,0.4491,-0.3104,0.7573,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00199
-2.4395,1.0418,-2.3416,0.0224,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.95,0.2976,-23.3499,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-7.0095,0.4072,-17.2157,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomeromycetes sp.
0.3772,0.466,0.8094,0.4214,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00113
0.0259,0.5869,0.0442,0.9649,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
-1.2188,0.7994,-1.5246,0.1324,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.3758,0.3987,-0.9425,0.3496,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
-1.1736,0.8175,-1.4357,0.1561,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-2.0431,1.0679,-1.9131,0.0604,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.3546,0.514,-2.6353,0.0106,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.2403,0.8227,-1.5076,0.1367,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.6707,0.3072,-21.7122,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-7.3017,0.3625,-20.1401,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.1231,0.4656,-0.2644,0.7923,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.4428,0.5915,-0.7486,0.4569,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
0.4355,0.4822,0.903,0.37,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.4166,0.4676,-0.891,0.3764,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
1.3947,0.5595,2.4929,0.0154,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-0.3105,0.5395,-0.5755,0.567,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0565,0.5804,-1.8202,0.0736,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.1266,0.6638,0.1907,0.8494,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-7.2807,0.2837,-25.6621,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-8.6169,1.0503,-8.204,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.5424,1.4131,-0.3838,0.7024,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.3115,1.4127,0.2205,0.8262,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.1736,1.4136,0.1228,0.9027,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-0.0654,1.4138,-0.0463,0.9632,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
1.232,1.1469,1.0742,0.2869,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
0.8038,1.223,0.6572,0.5135,Native:Steptoe,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00337
2.6402,1.0658,2.4771,0.016,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.7617,1.1422,1.5424,0.1281,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-5.5426,0.4458,-12.4315,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-7.4291,0.4378,-16.9679,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.0556,0.5296,-0.105,0.9167,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.227,0.6188,0.3669,0.715,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-0.6963,0.8001,-0.8703,0.3875,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00143
-0.2553,0.4911,-0.5199,0.605,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.3013,0.8406,-1.5481,0.1267,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.1081,0.6739,-0.1605,0.873,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
1.1286,0.4196,2.69,0.0092,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.2207,0.6256,0.3528,0.7254,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-6.7859,0.2959,-22.9349,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-8.6499,0.7208,-12.0004,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00247
0.6732,0.8015,0.8399,0.4042,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomerales sp.
1.1829,0.88,1.3442,0.1838,Invaded,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
0.3027,0.9846,0.3075,0.7595,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.1994,0.5884,-0.3388,0.7359,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-0.2284,0.7566,-0.3019,0.7637,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
1.8172,0.7937,2.2896,0.0255,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
1.7727,0.471,3.7635,4e-4,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
0.5723,0.6743,0.8487,0.3993,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.8236,0.3234,-21.099,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-8.7144,1.0413,-8.3686,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-0.6101,1.4127,-0.4319,0.6673,Transition,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
1.997,1.1098,1.7995,0.0768,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
2.5077,1.1016,2.2765,0.0263,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
1.9505,1.0923,1.7858,0.079,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-0.8319,0.8445,-0.985,0.3285,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.0643,1.4121,0.0455,0.9638,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.2402,1.4135,0.1699,0.8656,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.7832,0.8438,-0.9282,0.3569,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00193
-5.7534,0.4244,-13.555,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-8.5441,0.7391,-11.5603,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.4574,0.8308,0.5506,0.5839,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.4214,0.9937,0.424,0.673,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.9894,0.8971,1.1029,0.2743,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.5466,0.7249,-0.754,0.4537,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-0.0651,0.9883,-0.0658,0.9477,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
0.3582,0.9893,0.3621,0.7185,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
1.5023,0.5377,2.794,0.0069,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
